0.00000                0.00000000
0.01991                0.00000000
0.03982                0.00000000
0.05974                0.00000000
0.07965                0.00000000
0.09956                0.00000000
0.11947                0.00000000
0.13939                0.00000000
0.15930                0.00000000
0.17921                0.00000000
0.19912                0.00000000
0.21903                0.00000000
0.23895                0.00000000
0.25886                0.00000000
0.27877                0.00000000
0.29868                0.00000000
0.31860                0.00000000
0.33851                0.00000000
0.35842                0.00000000
0.37833                0.00000000
0.39824                0.00000000
0.41816                0.00000000
0.43807                0.00000000
0.45798                0.00000000
0.47789                0.00000000
0.49780                0.00000000
0.51772                0.00000000
0.53763                0.00000000
0.55754                0.00000000
0.57745                0.00000000
0.59737                0.00000000
0.61728                0.00000000
0.63719                0.00000000
0.65710                0.00000000
0.67701                0.00000000
0.69693                0.00000000
0.71684                0.00000000
0.73675                0.00000000
0.75666                0.00000000
0.77658                0.00000000
0.79649                0.00000000
0.81640                0.00000000
0.83631                0.00000000
0.85622                0.00000000
0.87613                0.00000000
0.89605                0.00000000
0.91596                0.00000000
0.93694                0.00000000
0.93587                0.00000000
0.95578             3296.49020971
0.97570            13260.49467544
0.99561            30604.54645731
1.01552            55909.33688397
1.03543            89693.34070828
1.05534           132347.26366896
1.07526           184246.32971040
1.09517           245766.66705660
1.11508           317281.97977790
1.13499           399178.46831057
1.15491           491825.70028626
1.17482           595613.45908413
1.19473           710929.23010612
1.21464           838170.44457937
1.23455           977737.72773404
1.25447          1130157.15970437
1.27438          1292888.11116902
1.29429          1464279.90751207
1.31420          1644383.33215334
1.33411          1833450.21356658
1.35403          2031700.28007210
1.37394          2241222.19763750
1.39385          2434749.30815526
1.41376          2598582.07822080
1.43368          2761040.47315959
1.45359          2926110.22767461
1.47350          3093367.30682882
1.49341          3262741.39283736
1.51333          3434132.20133069
1.53324          3615202.03944456
1.55315          3709681.65292524
1.57306          3698818.75558234
1.59297          3772037.53191811
1.61289          3890356.65494733
1.63280          4017301.27540870
1.65271          4148654.75087925
1.67262          4285044.05533052
1.69253          4426355.00261207
1.71245          4577813.69960950
1.73236          4744252.89270535
1.75227          4926628.50151380
1.77218          5125374.48226334
1.79209          5340973.84656998
1.81201          5573901.24749787
1.83192          5824772.67595812
1.85183          6091710.66584441
1.87174          6366410.01129690
1.89166          6634749.50031063
1.91157          6899136.19518924
1.93148          6926637.14636413
1.95139          6930154.47503937
1.97131          6960005.09809541
1.99122          7061256.53135112
2.01113          7233293.25623852
2.03104          7420404.44917743
2.05095          7626029.64114085
2.07086          7854886.30345927
2.09078          8102995.43311763
2.11069          8370239.64198676
2.13060          8653675.56500887
2.15051          8953075.25263928
2.17043          9274408.54030582
2.19034          9621408.67165980
2.21025          9994674.63609637
2.23016         10389245.80533853
2.25007         10806446.04910949
2.26999         11247634.37608217
2.28990         11719615.66102614
2.30981         12232963.72352418
2.32972         12789938.88649611
2.34964         13396399.83749296
2.36955         14144190.25117327
2.38946         15078177.54975334
2.40937         16139169.45550493
2.42928         17130781.76494755
2.44920         18019403.61775681
2.46911         18977169.84121456
2.48902         19235950.03974666
2.50893         19651893.29488516
2.52885         20164090.75439587
2.54876         20615178.08846574
2.56867         21262253.92321212
2.58858         21967129.68620351
2.60849         22630964.04033029
2.62841         23259581.03979924
2.64832         23868865.39362017
2.66823         24478306.61142195
2.68814         25088231.19623465
2.70805         25662853.24987270
2.72797         26216252.30870476
2.74788         26560118.28332769
2.76779         26671992.06277997
2.78770         26973973.55287589
2.80762         27381796.08819787
2.82753         27801713.66225360
2.84744         28207077.77107894
2.86735         28573623.56158227
2.88726         28891281.27421088
2.90718         29155453.81363867
2.92709         29318408.34085497
2.94700         29411701.33925722
2.96691         29547480.83165310
2.98683         29707822.34897654
3.00674         29879106.63808294
3.02665         30047813.67879604
3.04656         30177048.36890312
3.06647         30279580.46879422
3.08639         30125050.67464005
3.10630         30137561.16959449
3.12621         30274660.75773844
3.14612         30428566.45953170
3.16603         30573011.17218522
