0.00000   0.00000000
0.02279   0.00000000
0.04558   0.00000000
0.06837   0.00000000
0.09117   0.00000000
0.11396   0.00000000
0.13675   0.00000000
0.15954   0.00000000
0.18233   0.00000000
0.20512   0.00000000
0.22791   0.00000000
0.25071   0.00000000
0.27350   0.00000000
0.29629   0.00000000
0.31908   0.00000000
0.34187   0.00000000
0.36466   0.00000000
0.38745   0.00000000
0.41025   0.00000000
0.43304   0.00000000
0.45583   0.00000000
0.47862   0.00000000
0.50141   0.00000000
0.52420   0.00000000
0.54700   0.00000000
0.57991   0.00000000
0.56979   0.00000000
0.59258 901.95903986
0.61537 7727.00076839
0.63816 22146.06703419
0.66095 44931.33692088
0.68374 76792.97490008
0.70654 118438.43087202
0.72933 170561.46953428
0.75212 233872.33119226
0.77491 309063.91086393
0.79770 396856.90073694
0.82049 497955.63690694
0.84328 613102.47099159
0.86608 743041.68134802
0.88887 888541.30182580
0.91166 1050398.56642189
0.93445 1228392.05690030
0.95724 1416912.04055406
0.98003 1615158.32264042
1.00282 1823452.87298226
1.02561 2042057.57159466
1.04841 2271071.11155583
1.07120 2477571.18065804
1.09399 2667923.30504851
1.11678 2862732.13686759
1.13957 3061742.98939155
1.16236 3264292.32489635
1.18515 3404657.36690730
1.20795 3510822.23002048
1.23074 3587901.81663722
1.25353 3650679.62488378
1.27632 3756955.59817297
1.29911 3873954.08690716
1.32190 3992617.40478887
1.34469 4113040.90946741
1.36749 4235281.80851644
1.39028 4359367.42946671
1.41307 4485345.99315906
1.43586 4613220.31337372
1.45865 4743013.85022032
1.48144 4874533.68430407
1.50423 4982692.10431789
1.52703 5092335.36537990
1.54982 5205927.77757212
1.57261 5333437.53699895
1.59540 5465143.66963651
1.61819 5548295.90195533
1.64098 5580104.21094413
1.66378 5561354.57360049
1.68657 5533792.20671721
1.70936 5545197.21106600
1.73215 5584614.91625548
1.75494 5643431.16927761
1.77773 5729236.11556142
1.80052 5834226.30462871
1.82332 5933220.95875669
1.84611 6036906.74691748
1.86890 6149565.41458603
1.89169 6276559.67214927
1.91448 6419025.27969009
1.93727 6577501.83644482
1.96006 6752524.82495965
1.98286 6944865.34213485
2.00565 7157391.01248558
2.02844 7394506.11282969
2.05123 7591285.74316616
2.07402 7838245.12974154
2.09681 8120284.26019928
2.11960 8431770.12193693
2.14240 8763780.01619686
2.16519 9110589.28008088
2.18798 9472630.02537698
2.21077 9850007.02882020
2.23356 10228256.12294815
2.25635 10505567.12329257
2.27914 10769313.72312029
2.30194 10997764.35126452
2.32473 11242718.09196019
2.34752 11782798.32533175
2.37031 12207478.24219588
2.39310 12531188.58053837
2.41589 12989287.91505002
2.43868 13576546.62334069
2.46148 14259143.79293024
2.48427 14934149.48486121
2.50706 15580362.93102335
2.52985 16235226.00928179
2.55264 16922571.72023254
2.57543 17832346.87612827
2.59822 18645509.13595630
2.62102 19348643.51719502
2.64381 19981144.04550820
2.66660 20551840.63993233
2.68939 21064985.51557583
2.71218 21513614.97174194
2.73497 21888438.06783618
2.75777 22172811.13521164
2.78056 22281208.53803959
2.80335 22225186.07943804
2.82614 21990313.28921156
2.84893 21748820.09941662
2.87172 21613930.04341140
2.89451 21505273.98018337
2.91730 21297262.34018374
2.94010 21214670.69684353
2.96289 21116692.58899042
2.98568 21051606.00741202
3.00847 21046510.45026768
3.03126 21100267.26783582
3.05405 21199215.65614555
3.07685 21338321.68247872
3.09964 21501523.87981750
3.12243 21712808.34309856
3.14522 21969793.00691133
3.16801 22223946.14018803
3.19080 22405637.12059514
3.21359 22533983.87381020
3.23638 22645290.81389865
3.25918 22756387.51833667
3.28197 22875027.72501250
3.30476 22993224.54149940
3.32755 23131415.65395582
3.35034 23293126.34822616
3.37313 23298497.94339542
3.39593 23281917.85893992
3.41872 23447314.26587688
3.44151 23572474.35344864
3.46430 23543017.43218227
3.48709 23595070.60558384
3.50988 23604317.62311956
3.53267 23579610.00701113
3.55546 23547259.05293766
3.57826 23335653.78313085
3.60105 23063065.51487641
3.62384 23037990.28950193
3.64663 23130875.82423326
3.66942 23231350.09450115
3.69221 23395236.84832060
3.71501 23590999.57595954
3.73780 23868745.00039677
3.76059 24504318.02619249
3.78338 25100865.93648543
3.80617 25590597.82447233
3.82896 25983717.07306108
3.85175 26324896.38882148
3.87455 26760157.81722602
3.89734 27181803.91221917
3.92013 27471092.99153419
3.94292 27743776.14764411
3.96571 28111699.33751981
3.98850 28617516.94516991
4.01129 29394136.78771670
4.03409 29933614.94761010
4.05688 30490979.61553286
4.07967 31143602.68231082
4.10246 32060378.52745265
4.12525 33057098.89345530
4.14804 33940441.14882070
4.17083 34736368.68736096
4.19363 35600566.46028227
4.21642 36688612.10556832
4.23921 38006023.69142711
4.26200 39393024.04798756
4.28479 40849984.78295811
4.30758 42306824.78300227
4.33037 42219541.83868637
4.35317 42375119.34373322
4.37596 43139141.22152263
4.39875 43961279.49393154
4.42154 44603822.87461923
4.44433 44492514.96782719
4.46712 45286686.25653055
4.48991 43061557.66565687
4.51271 42462945.50412513
4.53550 42754204.05993946
4.55829 43212193.45342592
4.58108 43983908.82476888
4.60387 45936860.08694679
4.62666 48909043.22744487
4.64945 51198507.19657407
4.67225 52438315.36519993
4.69504 53002838.12415057
4.71783 54475882.20182065
4.74062 54784337.11745170
4.76341 55089413.53273400
4.78620 55754024.42168692
4.80900 57774769.98508527
4.83179 60096072.35856763
4.85458 62732147.37157204
4.87737 70093272.19463252
4.90016 70789981.41038598
4.92295 71961923.73346876
4.94574 72631574.70734435
4.96854 73472988.46086116
4.99133 75247419.33822019
5.01412 76929964.71171501
5.03691 78151628.29955310
5.05970 78959933.99222270
5.08249 80648155.18318331
5.10528 83119696.24616951
5.12807 83185587.77330405
5.15087 84616171.14343584
5.17366 88623659.71283801
5.19645 89718222.72533430
5.21924 90911405.43378620
5.24203 92566832.85711533
5.26482 93261882.01229759
5.28761 94086009.05776356
5.31041 94480479.93027189
5.33320 94803419.51017301
5.35599 95468547.19001395
5.37878 93362403.30687137
5.40157 91514212.11392742
5.42436 89497375.14143263
5.44716 88888112.61078325
5.46995 88946923.14263651
5.49274 89811888.48700164
5.51553 91297747.04006310
5.53832 92509547.78365695
5.56111 91326176.38100605
5.58390 91241979.80722515
5.60670 90067111.52274099
5.62949 87888411.89651600
5.65228 86457643.28661685
5.67507 85362320.71763910
5.69786 83985242.70716596
5.72065 83532757.99643141
5.74344 84286551.12732342
5.76623 85568588.70407261
5.78903 86524499.86406210
5.81182 87510614.87638865
5.83461 89160606.40238163
5.85740 91512034.32579608
5.88019 93409167.12580618
5.90298 94397381.95854354
5.92578 94977505.90683094
5.94857 95803395.09329455
5.97136 92441013.18478814
5.99415 91684467.85598844
6.01694 92271754.15687896
6.03973 93648996.53392833
6.06252 97722773.69122402
6.08532 98429964.41185205
6.10811 101085647.04325910
6.13090 104610579.92014827
6.15369 107764401.34764302
6.17648 111109312.50431137
6.19927 113156840.57775567
6.22206 113861095.35655576
6.24486 111064029.34901841
6.26765 111954790.86549799
6.29044 114666613.37545532
6.31323 116643739.72440757
6.33602 120764431.30738336
6.35881 124909777.25140618
6.38160 128947429.47550941
6.40440 129692708.02284402
6.42719 129791263.29355328
6.44998 128146470.09314808
6.47277 127475571.25849304
6.49556 126698433.56205235
6.51835 125724089.67548494
6.54115 124510251.26189333
6.56394 123373719.53075197
6.58673 123794598.31769601
6.60952 125743143.47130772
6.63231 126019573.92461841
6.65510 125985997.88296606
6.67789 126287321.03883234
6.70069 126224386.25058450
6.72348 126311587.30930422
6.74627 127508305.80516492
6.76906 128798757.32765004
6.79185 131750244.72062056
6.81464 133823161.53760764
6.83743 133533748.38843276
6.86022 132083713.45871732
6.88302 128118350.31066704
6.90581 126531427.60169700
6.92860 125827932.63170889
6.95139 125173041.34734437
6.97418 124820233.32026091
6.99697 125798412.91560885
7.01976 126158401.81912026
7.04256 126310704.78681643
7.06535 126991653.48690856
7.08814 128045361.32938553
7.11093 130082886.77341512
7.13372 135138235.16225517
7.15651 137844455.34030783
7.17931 138347411.46834102
7.20210 140041154.35509038
7.22489 142212432.52628198
7.24768 140805776.14812174
7.27047 137986042.24540058
7.29326 136579090.91410193
7.31605 136088394.39953715
7.33885 135964836.08750457
7.36164 135827637.51347241
7.38443 135911883.61226115
7.40722 136056059.88135701
7.43001 136459242.95587689
7.45280 136924800.16171083
7.47559 137124297.50625631
7.49838 136641189.48490298
7.52118 135985573.29083562
7.54397 135903275.65920219
7.56676 136275151.21713233
7.58955 137575336.88781756
7.61234 138833166.61612749
7.63513 139716870.16001365
7.65792 140375718.61510324
7.68072 140426607.94514045
7.70351 143614905.53479949
7.72630 147419022.60992193
7.74909 150168959.83101219
7.77188 156473107.19745475
7.79467 159992312.90105966
7.81747 159263494.85120645
7.84026 158979555.19187018
7.86305 158457881.32554922
7.88584 157317603.01693526
7.90863 156867065.44034010
7.93142 157725726.85497025
7.95421 158112326.52457073
7.97701 158365919.48093748
7.99980 159096389.84815228
8.02259 159581574.81326064
8.04538 159408031.75217018
8.06817 158537858.68244085
8.09096 159773580.24540687
8.11375 160402610.69428378
8.13655 160375715.51675594
8.15934 160244904.86858958
8.18213 159881601.51910561
8.20492 159492176.34359840
8.22771 158679246.87587747
8.25050 156903026.26055220
8.27329 155520350.77358198
8.29609 154733869.87818241
8.31888 154527577.59780118
8.34167 153695415.08849886
8.36446 150622545.42079881
8.38725 149661945.66428974
8.41004 149444053.32541111
8.43283 148545071.53524095
8.45563 147452082.47813484
8.47842 147386408.73228121
8.50121 147842203.95878637
8.52400 147973074.36659178
8.54679 148068485.31146923
8.56958 148958481.21822202
8.59238 147990406.72779498
8.61517 147132549.34207103
8.63796 146694902.60443291
8.66075 147381637.28718743
8.68354 148138283.63454112
8.70633 148252808.64927340
8.72912 148398174.32725695
8.75192 149284717.14152908
8.77471 146535277.85760498
8.79750 143617524.97408226
8.82029 144005039.27940518
8.84308 145398125.00371972
8.86587 146243061.78858146
8.88866 146669681.22336540
8.91146 146136047.99941796
8.93425 146025290.28142077
8.95704 146285437.68256125
8.97983 147665661.42958367
9.00262 148744602.95404604
9.02541 150104511.52339873
9.04820 150841322.51498938
9.07099 153052775.81557471
9.09379 154785797.85918117
9.11658 155631101.44515178
9.13937 156622795.26121974
9.16216 157931783.94535539
9.18495 159106471.72860837
9.20774 160467106.39415899
9.23053 161842602.12650093
9.25333 162103956.41527116
9.27612 161575994.16387033
9.29891 161320889.12335494
9.32170 161407735.71332377
9.34449 162052030.32492262
9.36728 163619762.44779342
9.39007 164587799.86170283
9.41287 165793741.98738998
9.43566 166670587.71091518
9.45845 166850120.28744495
9.48124 167366981.56015277
9.50403 167202470.51546451
9.52682 166776468.77138624
9.54961 167021499.51388702
9.57241 166315886.27212083
